"id","title","authors","venue","year"
"oIa0XUaETVMJ","Implicationsof classical scheduling results for realtimesystems","K Ramamritham, JA Stankovic","IEEE",
"KIPDo6ym8BUJ","Agrawal R. Ming Generalized Association Rules [C]","R Srikant","Proceedings of the 21th International Conference on Very  &hellip;,",
"-yChJ15Xb7wJ","Design of H and controllers for induction motor drives","YT Kao, TH Liu, CH Liu","Proc. 29th Conf. Decision and",
"7SnGbo5xp0kJ","Simulation Design of a Multiprocessing System","RA Merikallio, FC Holland","Proc. AFIPS,",
"u3StTH-K9VkJ","Updating XML views of relational data","XL Dong, P Bohannon, HF Korth, P Narayan","submitted for publication,",
"7y1DNkciIFQJ","QUIET: Continuous Query-driven Index Tuning","KU Sattler, I Geist, E Schallehn","VLDB,",2003
"IIHp5D53ipAJ","Efficient I/O Scheduling in Tertiary Libraries","S Prabhakar, D Agrawal, A El Abbadi, A Singh",,1996
"mAMudiY-q5YJ","The Semantic Web","P Bonner","PC Magazine,",
"nzj020likH0J","Autoerotic asphyxia in adolescents","KM Kirksey, M Holt-Ashley, KL Williamson, RO Garza","JOURNAL OF EMERGENCY NURSING,",1995
"6LkW2vUa-HwJ","An introduction to the bootstrap: Chapman and Hall","B Efron, RJ Tibshirani","New York,",
"fHKP73HLTjIJ","Shape and animation by example","P Sloan, MF Cohen",,
"qIO6ID_fla0J","Politicized moral geographies","RL Bryant","POLITICAL GEOGRAPHY,",2000
"X-jmxnecLOEJ","August 1998. Expiring data in a warehouse","H Garcia-Molina, WJ Labio, J Yang","&hellip;  24th Intl. Conference on Very Large Data Bases (VLDBâ??98)(",
"0PafBy4EFbkJ","Connections between lighting impressions and presence in real and virtual environments","K Mania","Proceedings ACM AFRIGRAPH,",
"v-fp87SU0MoJ","Engineering Practice and Codevelopment of Product Prototypes","WL Anderson, WT Crocca",,
"dHLTXjNFLjQJ","A Method for Describing Information Required by the Database Design Process","BK Kahn",,
"_eHEd54ciq8J","Acute and chronic toxicity of 75 pesticides to various animal species","EE Kenaga","Down to Earth,",
"__fMT6m5Gy4J","Analysis of telomerase and telomeres","JW Shay, D Brasiskyte, M Ouellette, MA Piatyszek,  ","Methods Molecular Genetics,",1994
"pu79Sd2194IJ","Graph algorithms for geometric constraint solving","A Lomonosov, M Sitharam",,2004
"i-0_Sjk5JOcJ","Modulation Features of Galactic Cosmic Rays in 1982","GA Bazilevskaya, NS Svirzhevsky, YI Stozhkov, EV  ","Proc. 21st Int. Cosmic Ray Conf,",1990
"url:http://www.ingentaconnect.com/content/els/13891286/1999/00000031/00000023/art00116","Session management in broadcast networks with dynamic addresses","O Sharon, A Segall","Computer Networks,",1999
"uUxsFnym944J","Routing andadmissioncontrol in generaltopologynetworks","R Gawlick, A Kamath, S Plotkin, K Ramakrishnan","Technical Report CS-TR-95-1548, Stanford University, May",
"IZ8rfDRkzQUJ","Unsteady squeeze film derivation for incompressible fluid","JA Carretero","Technical report, Massachusetts Institute of Technology, 2000. ",
"R_Ot8UR6P_kJ","In: Fowler, AM (ed), Infrared Astronomical Instrumentation","BM Swinyard, MJ Burgdorf, PE Clegg, GR Davis, MJ  ","Proc. SPIE,",
"CFXzUY4EtzcJ","Some applications of pq-groups in graph theory","G Exoo",,
"9hGnjxZmF8AJ","Control and information in the intrapersonal sphere: An extension of cognitive evaluation theory","RM Ryan","Journal of Personality and Social Psychology,",
"081tn-1iWKEJ","Stochastic oscillations in gyrotrons","MI Airila, O Dumbrajs","Proc. 26th Int. Conf. Infrared and Millimeter",
"G5Q_a11EAEoJ","A review of 300 attempted strangulation cases part i: criminal legal issues","GB Strack, GE McClane, D Hawley","JOURNAL OF EMERGENCY MEDICINE,",2001
"b5WXzUh_L_IJ","Gluconeogenesis and lipogenesis in tissue from ruminant and nonruminant animals","FJ Ballard, RW Hanson, DS Kronfeld","Federation Proceedings,",1969
"ND8vQ0nmaFIJ","Computing the Least Common Subsumer and the Most Specific Concept in the Presence of Cyclic ALN- ","F Baader, R Kuesters","LECTURE NOTES IN COMPUTER SCIENCE,",1998
"ujkDt_g1UHgJ","Damage tolerance in helicopter airframes- Is crack growth practical?","ML Overd","European Rotorcraft Forum, 25 th, Rome, Italy, Proceedings.,",1999
"MnmgXhzEFIsJ","The Maple handbook","D Redfern",,1993
"IdkkgXNb9UMJ","Structure sharinginlexicalrepresentations'","PCWT FlickingerD","Proceedings of the 23rd ACL, Chicago,",
"W3PoJxTVylIJ","On matching schemas automatically [J]","BPA RahmE","VLDB Journal,",
"a7SHsC6njNYJ","Shared resource multiprocessing","MJ Flynn, A Podvin","IEEE Computer,",
"nSOwdEVhmY4J","Image Filter Design with Evolvable Hardware","L Sekanina","LECTURE NOTES IN COMPUTER SCIENCE,",2002
"XAjGLC9c-RoJ","Effect of lexical frequency on spoken-word recognition using eye movements","D Dahan, JS Magnuson, MK Tanenhaus","submitted for",
"4AOk2EB8XGAJ","End-user development of expert systems: Emerging technologies","S Wells, T Guimaraes","&hellip;  Resources Management Association International Conference,",
"FK9nD9jnvgYJ","New breadboard for broadband design","D Mann","Electronic Engineering,",
"9ji6TOX9WtoJ","Embracing Change with Extreme Programming","K Beck",,
"EagAQfDiYgkJ","Finding motifs with gaps","M Crochemore, CS Iliopoulos, YJ Pinzon, W Rytter","Unpublished",
"sRBIdJ5vpgIJ","What makes a good co-evolutionary learning environment","AD Blair, JB Pollack","&hellip;  Journal of Intelligent Information Processing Systems,",1997
"JAZk5vZTgfkJ","Bayesian network model for semi-structured document classification","L Denoyer, P Gallinari","Information Processing and Management,",2004
"FU4qmppCdlEJ","Employer Health Insurance Premium Subsidies Unlikely to Enhance Coverage Significantly (Washington,  ","JD Reschovsky, J Hadley","Lessons from a Small Business Health Insurance Demonstration",
"ig5ReWDe1_EJ","Auto-Tuned Spline Synopses for Database Statistics Management","AC Konig, G Weikum",,
"hxFRuvCtvGEJ","Beyond Document Similarity: Understanding Value-Based Search and Browsing Technologies.","ACMS Anthology","SIGMOD Record,",2000
"gtNhb0dHaC8J","Deciding Equivalences among Aggregate Queries","W Nutt, Y Sagiv, S Shurin",,
"0Mw4sFUbuwsJ","A deductive and object-oriented database system: why and how?","L Vieille","Proceedings of the 1993 ACM SIGMOD international conference  &hellip;,",1993
"DBbZw9EPv4QJ","Dealing with Temporal Schema Anomalies in History Databases","NG Martin, SB Navathe, R Ahmed","VLDB,",1987
"VHHVVYhdKysJ","Yu. A. Matjugin, VP Chebotaev","IM Beterov","Opt. i Spektroskopiya,",
"BRyCMSWMqIwJ","Cytochromes c: evolutionary, structural, and physicochemical aspects","GR Moore, GW Pettigrew",,1990
"wX0gtGy6DbEJ","Staying â??On Messageâ??â??Mapping from A to B","Z Cui, JW Shepherdson, Y Li","BT Technology Journal,",2003
"ZgzJ5wHD04UJ","Intelligent animated agents for interactive language training","R Cole, T Carmell, P Connors, M Macon, J Wouters,  ","Unpublished manuscript,",1998
"KFAzPKlR0x8J","Singular perturbation methods for ordinary differential equations","RE O'Malley",,1991
"-cuz2aG8xl0J","Recent progress in understanding minimax search","DF Beal","Proceedings of ACM Annual",
"dPhLKbztev4J","Coming to grips with staff development","D Harrington-Lueker","Electronic Learning,",1996
"g7EATcjeDgoJ","An integrated scheme for object-based video abstraction","C Kim, JN Hwang",,
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0972094CI","Front-runner&quot; OA system aids White House staff.","M Betts","COMPUTERWORLD.,",1984
"url:http://pubs.acs.org/cgi-bin/abstract.cgi/achre4/2005/38/i05/abs/ar980025r.html","The virtue of palladium-catalyzed domino reactions-diverse oligocyclizations of acyclic 2- ","A de Meijere, P von Zezschwitz, S Brase","Acc Chem Res,",2005
"_lLg9ggQuQ4J","Interaction of small molecule inhibitors of HIV-1 entry with CCR5","C Seibert, W Ying, S Gavrilov, F Tsamis, SE  ","Submitted for",
"KYAyV1FHHXcJ","NAVSTAR- Global positioning system- Ten years later(Invited Paper)","BW PARKINSON, SW GILBERT","IEEE, Proceedings,",1983
"IQGSqOGOYpUJ","Mondrian: system for automatic generation of dataflow diagrams","JB Tremblay","Information and Software Technology,",1989
"BsvnDlTzCA8J","The Labyrinth of Kurdish Selfdetermination","H Khashan","INTERNATIONAL STUDIES-BOMBAY THEN NEW DELHI-,",1995
"oiaBVf5d4y8J","Visualization reference models (panel position statement)","D Bergeron","Proceedings of IEEE Visualization, GM Nielson and D.  &hellip;,",
"PoWOm_MQ-bgJ","Anycasting-based protocol for geocast service in mobile ad hoc networks","YB Ko, NH Vaidya","Computer Networks,",2003
"OQdoLHJoz88J","Situations in Life to Support the Use and Modelling of Municipal Information Systems","WG Bleek",,
"7Ucs6vmjHN0J","Automating Physical Database Design in a Parallel Database System","J Rao, C Zhang, G Lohman, N Megiddo",,2002
"2MSX0BEjWU4J","Laser phase and frequency stabilization using an optical resonator","RWP Drever, JL Hall, FV Kowalski, J Hough, GM Ford ","Applied Physics B: Lasers and Optics,",1983
"Af_4cNCu3MwJ","Concurrency in the Data Warehouse","R Taylor","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2000
"url:http://portal.acm.org/citation.cfm%3Fid%3D171926.171974","Stanford Graphics 2.1 lives up to its potential","R Miller","PC Magazine,",1993
"c3Qo__OLYWEJ","A simultaneous maximum likelihood estimation of sequences for interfering synchronous channels","LC Barbosa",,1987
"6NdhrJCfQ74J","ASR-BIRD OBSERVATION PROGRAM AT GERMAN AIRPORTS","DMW Ruhe",,
"Lsix00EN2a8J","Nowa Huta: a new Polish iron and steel plant","NJG Pounds","Geography,",
"6ussAgzdL6oJ","The Sensor Spectrum: Technology, Trends, and Requirements","J Hellerstein, W Hong, S Madden","SIGMOD RECORD,",2003
"c6ysbU6zIjsJ","Siegel man SS","S Greenstein, EK Fishman, SL Kaufman, S Kadir","&hellip;  the retroperitoneum. CT demonstration. J ComputAssit Tomogr,",
"Hs9VgDweM-cJ","Ferritins: Dynamic Management of Biological Iron and Oxygen Chemistry","X Liu, EC Theil","Acc. Chem. Res,",2005
"hwPiaqFIpgQJ","Enzymatic Properties and Autophosphorylation of the Saccharomyces cerevisiae YAK1 Protein Kinase","S Kassis, R Annan, JC Lee, C Creasy","CELLULAR AND MOLECULAR BIOLOGY LETTERS,",1998
"TGVxtzaNKr4J","Maximum lifetime data gathering and aggregation in wireless sensor networks","K Kalpakis, K Dasgupta, P Namjoshi",,
"v1VCPaAA9x8J","Work-load balancing in highly parallel depth-firstsearch","A Reinefeld",,
"cnxKnS4uBHEJ","Clonal variation in four-yearold loblolly pine in coastal North Carolina","LJ Frampton, DA Huber","Proceedings of the 23rd Southern Forest Tree Improvement  &hellip;,",
"64T0ZQzCFgQJ","Spread spectrum rake detection with decision-feedback multipath cancellation.","PG Flikkema","Submitted for",
"url:http://doi.wiley.com/10.1002/ev.1656","Three perspectives on school reform","A Sen, JB Vaughn, T Flanagan","New Directions for Program Evaluation,",1993
"TK0Mx3ZvlTEJ","Should ganzfeld research continue to be crucial in the search for a replicable psi effect","J Milton","Part I,",
"kYy7cTu6OGoJ","Decision by rules: Disassociation between preferences and willingness to act","O Amir, D Ariely","Unpublished manuscript,",2003
"vaLwr2pWa2YJ","Future of Equityâ??2003 Update","MHR Consulting","June, at,",
"url:http://www.springerlink.com/index/16794813KJ1PQD08.pdf","Foreword","M Reeve","BT Technology Journal,",2002
"lrsr4ga-oa4J","Remarks upon the law of complete radiation","L Rayleigh","Phil. Mag,",
"fuxhZlv9SjUJ","Cosmic Ray Effects Caused by Great Disturbances of the Interplanetary Medium in 1990-1996","AV Belov, EA Eroshenko, VG Yanke","Proc. 26th Int. Cosmic Ray",
"QHQ2y3aYKc4J","Designing the User Interface: Strategies for Effective Human-Computer Interaction, Third","B Shneiderman",,
"BR4pqxy0eBoJ","ViSiOn: VISUAL, VStore, and O-Algebra","NH Balkir, Y Lin, N Yazdani, G Ozsoyoglu, ZM  ","Unpublished Manuscript,",
"03teGNXTdh4J","The Relation Between Research and the Scholarship of Teaching","MB Paulsen","New Directions for Teaching and Learning,",2001
"vqaQJesrQEQJ","Causal compactifications and Hardy spaces for spaces of Hermitian type","F Betten, G Olafsson",,
"1MCN43Iim5AJ","A structural English query language","DD CHAMBERLIN, RFS BOYCE","Proc. ACM SIGMOD Workshop, Ann Arbor, Mich., May,",
"B2udYCro5CIJ","A diffusion problem in which the amount of diffusing substance is finite","AH Wilson","Phil. Mag,",
"E1cUiV_GIFsJ","The Trillium user interface design environment","DA Henderson Jr","ACM SIGCHI Bulletin,",1986
"A_dVn71oA8MJ","CheckFree, Intuit, Microsoft. 1997","OF Exchange",,
"o3fkxpcCBskJ","Objectivity Industrial Exhibit.","ACMS DiSC, ACMS Anthology, P Edition",,
"4avKIZ53ulEJ","42nd Interscience Conference on Antimicrobial Agents and Chemotherapy","CL Celum, C Renzi, M Fosterâ?¦","San Diego, CA,",
"uJrCWKkm7VMJ","Immunotherapy for recurrent miscarriage","JR Scott","Cochrane Database Syst Rev,",2003
"9eSx_Gd0JoQJ","On parallel processing ofaggregateandscalar functionsinobjectrelationaldbms","M Jaedicke, B Mitschang","Proc. of ACM SIGMOD,",
"h4dUgl8lJXcJ","Farmer: Finding interesting rule groups in microarray datasets","G Cong, AKH Tung, X Xu, F Pan, J Yang","23rd ACM International Conference on Management of Data,",2004
"UJgay2XGzYwJ","Industrial change","M Howard","Geography,",
"QJpuEnO0QJUJ","Gibbs. Concurrency control in groupware systems","CA Ellis, J Simon","SIGMOD Conference,",
"nbyDOftnxewJ","Swiss Re Energy Charter","S Re",,1995
"M7b4zKRX9M4J","Subdivisions of K r+ 2 in graphs of average degree at least r+&quot; and large but constant girth","D Kuhn, D Osthus",,
"21ZWY0PM8YAJ","Mining Association Rules","R Agrawal, R Srikant","Proc. of the 21 stVLDB Conf. Zurich Switzerland,",
"mFCU-5DveCoJ","Why people self-verify","WB Swann Jr, A Stein-Seroussi, RB Giesler","Journal of Personality and Social Psychology,",1992
"imbCO80aEKUJ","Preface for Special Section on Integrated Cognitive Architectures","JE Laird","ACM SIGART Bulletin,",1991
"url:http://portal.acm.org/citation.cfm%3Fid%3D1101908.1101948","Locating faulty code using failure-inducing chops","N Gupta, H He, X Zhang, R Gupta","Proceedings of the 20th IEEE/ACM international Conference on &hellip;,",2005
"url:http://portal.acm.org/citation.cfm%3Fid%3D1083784.1083787","Research articles and surveys","J Blakeley","ACM SIGMOD Record,",2005
"3V6BTODTE_QJ","How to Build a Highly Available System Using Consensus","BW Lampson","LECTURE NOTES IN COMPUTER SCIENCE,",1996
"url:http://doi.wiley.com/10.1002/he.149","The Department Chair's Balancing Acts","WH Gmelch","NEW DIRECTIONS FOR HIGHER EDUCATION,",2004
"hIGjgc6mx0cJ","Warping Indexes with Envelope Transforms for Query by Humming","Y Zhu, D Shasha","SIGMOD Conference,",2003
"9nJYF0FGPywJ","Estimating the support of a high dimensional distribution [R]. 1999","B SchOlkopf, CP John, ST Johnâ?¦","Microsoft technical",
"AkoSVrla_0QJ","Misconceptions about real-time programming","JA Stankovic","IEEE Computer,",
"TKef-RzDRhcJ","Techniques and experiments illustrating drug metabolism","GG Gibson, P Skett","Introduction to Drug Metabolism,",
"0qCyHahIIRcJ","Research Problems in Genome Databases","N Goodman",,
"R7O9lXNkOzcJ","Honeycomb-Automated NIDS Signature Generation using Honeypots, Poster Paper","C Kreibich","Proceedings of ACM SIGCOMM,",
"hvIsQ8GP4HsJ","Calculating the heat-transfer crisis in steam generators heated by sodium","PL Kirillov, VF Titov, NS Smirnovâ?¦","At.",
"pwpmrHLw1U8J","A Process Model for Data Bases","J Guyot","SIGMOD Record,",1988
"8uGO38gyBBMJ","Consistency, concurrency, and crash recovery ACM-SIGMOD Int","YE LIEN, PJ WEINBERGER","Conf on Management of Data, Austin, Texas,",
"tRBRXzjtm14J","Local dimensionality reduction: A new approach to indexing high dimensional databases","K Chakrabarti, S Mehrotra","Proc. 26th Int. Conf. Very Large",
"wiJ5R_mwWAYJ","Garcia-Molina H.(2000b),â??The evolution of the web and implications for an incremental crawlerâ??","J Cho",,
"NTrPqzO4VggJ","The expanding brown bear population of Slovenia: a chance for bear recovery in the southeastern Alps","M Adamic","International Conference on Bear Research and Management,",
"3bMCuMTpLV4J","A System for Detecting Network Intruders in Real-Time (1998)","PV Bro","Computer",
"tYfhKj20Iy4J","Aspergillus parasiticus pksA, a homolog of Aspergillus nidulans wA, is required for aflatoxin B 1  ","PK Chang, JW Cary, J Yu, D Bhatnagar, TE Cleveland","Submitted for",
"CxBJwFNdozAJ","Cost Models for Overlapping and Multiversion Structures","Y Tao, D Papadias, J Zhang","ACM Transactions on Database Systems,",2002
"Qm_sDjj8-3oJ","Fabrication and properties of n-channel SiGe/Si modulation doped field-effect transistors grown by  ","H Daembkes, HJ Herzog, H Jorke, H Kibble, E Kasper","Proc. Int. Electron Devices Meeting,",
"5jkW0DzBV9cJ","Microsoft Windows NT Server 4.0 Terminal Server: Technical Reference","BC Cumberland, A Muir, G Carius",,1999
"MJjUirEIjJwJ","Electronic commerce in India: The untapped potential","S Bhatnagar","Electronic Markets,",
"Apoh-mmV7NMJ","A 1966 IEEE Trans","G Farral","Electronic",
"bxc3Gc3B-vkJ","andE. Ruf. Specializing shaders","B Guenter, TB Knoblock","Proceedings of ACM",
"PNQJf4GUCFUJ","Failure Resilient Transaction Management in Multidatabases","NSHF Korth, A Silberschatz","IEEE Computer,",
"-02qIatxWv8J","Preferences in human mate selection","DM Buss, M Barnes","Journal of Personality and Social Psychology,",1986
"wx9sJrHtIkkJ","Resource discovery in ad hoc networks","D Tang, C Chang, K Tanaka, M Baker",,
"2G9IbTdhfwQJ","Modeling of Test Structures for Efficient Online Defect Monitoring Using a Digital Tester  ","C Hess, LH Weiland","San Diego,",
"nBMhxUlcbyUJ","SH2 and SH3-containing adaptor proteins: redundant or independent mediators of intracellular signal  ","RB Birge, BS Knudsen, D Besser, H Hanafusa","Genes to Cells,",1996
"DOaWikQscJYJ","The Obligatory Earthquake Insurance (Decree 587; 27.12. 1999), Draft paper","M Balamir","Middle East Technical University, Ankara,",
